timestamp,local_x,local_y,local_z
1643292972780948,107.757,334.584,-0.054
1643292972881591,108.093,336.402,-0.075
1643292972982540,108.437,338.234,-0.108
1643292973073215,108.773,340.083,-0.150
1643292973183952,109.119,341.909,-0.171
1643292973274514,109.495,343.721,-0.204
1643292973376888,109.870,345.518,-0.222
1643292973477616,110.246,347.330,-0.251
1643292973578847,110.628,349.126,-0.260
1643292973679607,110.997,350.905,-0.275
1643292973780455,111.381,352.708,-0.301
1643292973881168,111.759,354.469,-0.262
1643292973981864,112.131,356.261,-0.336
1643292974082775,112.520,358.041,-0.275
1643292974173504,112.520,358.042,-0.275
1643292974274256,112.897,359.819,-0.185
1643292974376642,113.261,361.601,-0.143
1643292974477434,113.638,363.381,-0.018
1643292974578099,113.996,365.146,0.017
1643292974678910,114.352,366.926,0.146
1643292974779705,114.688,368.678,0.193
1643292974880501,115.057,370.474,0.325
1643292974981305,115.371,372.228,0.373
1643292975081950,115.730,374.022,0.521
1643292975182745,115.731,374.023,0.521
1643292975283527,116.030,375.654,0.620
1643292975374254,116.261,377.280,0.712
1643292975474898,116.532,378.902,0.772
1643292975576277,116.774,380.548,0.874
1643292975677055,117.048,382.175,0.976
1643292975778604,117.259,383.796,1.034
1643292975879534,117.518,385.444,1.160
1643292975980333,117.728,387.051,1.196
1643292976071288,117.978,388.722,1.286
1643292976182252,118.211,390.359,1.371
1643292976283239,118.461,392.166,1.369
1643292976373891,118.730,394.029,1.414
1643292976474680,118.984,395.852,1.420
1643292976576864,119.236,397.677,1.437
1643292976678201,119.498,399.510,1.457
1643292976779600,119.757,401.346,1.480
1643292976880361,120.011,403.172,1.491
1643292976981340,120.262,404.991,1.506
1643292977082063,120.506,406.788,1.487
1643292977182909,120.506,406.789,1.487
1643292977283767,120.726,408.418,1.489
1643292977374409,120.969,410.062,1.533
1643292977476380,121.193,411.694,1.589
1643292977577062,121.416,413.305,1.591
1643292977677757,121.651,414.947,1.622
1643292977778520,121.877,416.547,1.653
1643292977879297,122.108,418.154,1.666
1643292977980090,122.334,419.748,1.700
1643292978080929,122.561,421.349,1.698
1643292978181665,122.777,422.917,1.708
1643292978272358,122.777,422.919,1.708
1643292978373125,123.055,424.873,1.631
1643292978474088,123.362,426.850,1.625
1643292978574806,123.643,428.777,1.531
1643292978676345,123.941,430.732,1.504
1643292978777209,124.218,432.654,1.453
1643292978877855,124.505,434.606,1.416
1643292978978568,124.777,436.524,1.334
1643292979079306,125.056,438.459,1.281
1643292979180022,125.056,438.460,1.281
1643292979280719,125.285,440.144,1.203
1643292979381417,125.506,441.820,1.194
1643292979482319,125.712,443.490,1.099
1643292979583104,125.935,445.165,1.075
1643292979683837,126.132,446.830,1.013
1643292979784518,126.316,448.503,0.899
1643292979885776,126.517,450.195,0.890
1643292979977064,126.669,451.868,0.801
1643292980077790,126.834,453.554,0.706
1643292980178871,126.834,453.555,0.706
1643292980279522,126.950,455.249,0.530
1643292980380421,127.087,456.978,0.463
1643292980481836,127.144,458.681,0.241
1643292980582662,127.251,460.401,0.114
1643292980684668,127.309,462.150,-0.029
1643292980785904,127.377,463.884,-0.187
1643292980877059,127.433,465.640,-0.332
1643292980977607,127.484,467.373,-0.503
1643292981078372,127.518,469.133,-0.637
1643292981178989,127.518,469.134,-0.637
1643292981279711,127.534,470.693,-0.750
1643292981380938,127.563,472.262,-0.801
1643292981481811,127.574,473.861,-0.878
1643292981582636,127.570,475.428,-1.025
1643292981683519,127.571,477.050,-1.060
1643292981774950,127.553,478.632,-1.134
1643292981877046,127.517,480.250,-1.213
1643292981977682,127.472,481.855,-1.315
1643292982079293,127.439,483.527,-1.339
1643292982179980,127.366,485.160,-1.430
1643292982280700,127.274,486.936,-1.511
1643292982381595,127.183,488.817,-1.455
1643292982482258,127.050,490.618,-1.562
1643292982583102,126.932,492.474,-1.541
1643292982673831,126.789,494.318,-1.563
1643292982774594,126.656,496.157,-1.586
1643292982875286,126.502,498.033,-1.564
1643292982977215,126.338,499.874,-1.591
1643292983077911,126.173,501.746,-1.597
1643292983178663,126.173,501.748,-1.597
1643292983279420,126.000,503.454,-1.689
1643292983380251,125.819,505.199,-1.662
1643292983480927,125.631,506.924,-1.734
1643292983581553,125.445,508.649,-1.756
1643292983672385,125.253,510.389,-1.763
1643292983773181,125.048,512.135,-1.800
1643292983874008,124.847,513.902,-1.819
1643292983974771,124.639,515.661,-1.850
1643292984076472,124.418,517.439,-1.902
1643292984177127,124.189,519.225,-1.938
1643292984277825,123.951,521.214,-2.034
1643292984378561,123.674,523.201,-2.081
1643292984479304,123.426,525.199,-2.155
1643292984580233,123.144,527.162,-2.268
1643292984670950,122.895,529.157,-2.336
1643292984771749,122.599,531.143,-2.425
1643292984872656,122.328,533.125,-2.574
1643292984973509,122.065,535.155,-2.542
1643292985074280,121.755,537.153,-2.703
1643292985175053,121.755,537.154,-2.703
1643292985277312,121.448,539.154,-2.751
1643292985378848,121.155,541.201,-2.900
1643292985479886,120.854,543.223,-2.956
1643292985580567,120.566,545.230,-3.084
1643292985671160,120.270,547.222,-3.164
1643292985772500,119.981,549.224,-3.261
1643292985883690,119.679,551.216,-3.364
1643292985974379,119.401,553.201,-3.452
1643292986075300,119.098,555.185,-3.547
1643292986177374,119.098,555.187,-3.547
1643292986278049,118.798,557.193,-3.564
1643292986378791,118.503,559.181,-3.602
1643292986479486,118.203,561.203,-3.583
1643292986580359,117.897,563.208,-3.608
1643292986681199,117.594,565.195,-3.625
1643292986771843,117.303,567.185,-3.574
1643292986872568,116.994,569.177,-3.585
1643292986973321,116.697,571.180,-3.561
1643292987075078,116.395,573.118,-3.564
1643292987176545,116.395,573.120,-3.564
1643292987277417,116.064,575.082,-3.615
1643292987378091,115.768,577.077,-3.579
1643292987478982,115.444,579.044,-3.633
1643292987579831,115.157,581.044,-3.588
1643292987680729,114.830,583.004,-3.665
1643292987781676,114.537,585.023,-3.595
1643292987872548,114.214,586.972,-3.656
1643292987973227,113.919,588.942,-3.622
1643292988073957,113.582,590.898,-3.659
1643292988174788,113.581,590.900,-3.659
1643292988276420,113.280,592.849,-3.665
1643292988377658,113.003,594.787,-3.649
1643292988478344,112.714,596.723,-3.646
1643292988579844,112.419,598.669,-3.634
1643292988680465,112.123,600.608,-3.633
1643292988771145,111.849,602.527,-3.597
1643292988872355,111.557,604.432,-3.641
1643292988973031,111.291,606.354,-3.623
1643292989073867,111.012,608.263,-3.634
1643292989174700,111.012,608.265,-3.634
1643292989275829,110.765,609.984,-3.666
1643292989378263,110.515,611.712,-3.695
1643292989478957,110.276,613.440,-3.703
1643292989579804,110.041,615.155,-3.710
1643292989680692,109.791,616.859,-3.783
1643292989781406,109.587,618.573,-3.756
1643292989882073,109.361,620.285,-3.766
1643292989972676,109.133,621.963,-3.805
1643292990073495,108.921,623.655,-3.823
1643292990174257,108.707,625.336,-3.850
1643292990275349,108.495,627.023,-3.826
1643292990375988,108.289,628.688,-3.800
1643292990477597,108.087,630.355,-3.787
1643292990578684,107.897,632.034,-3.747
1643292990679360,107.688,633.678,-3.745
1643292990780013,107.477,635.366,-3.694
1643292990870665,107.288,637.021,-3.673
1643292990971942,107.089,638.704,-3.644
1643292991072677,106.889,640.371,-3.626
1643292991173371,106.683,642.026,-3.602
1643292991274582,106.502,643.669,-3.641
1643292991375424,106.281,645.339,-3.710
1643292991477124,106.118,646.991,-3.701
1643292991577975,105.938,648.611,-3.783
1643292991678808,105.742,650.251,-3.825
1643292991779679,105.567,651.892,-3.870
1643292991880548,105.363,653.527,-3.962
1643292991981291,105.160,655.185,-3.987
1643292992072826,105.015,656.802,-4.059
1643292992173688,104.806,658.414,-4.119
1643292992274446,104.806,658.415,-4.119
1643292992375230,104.599,660.194,-4.131
1643292992476124,104.408,662.010,-4.160
1643292992577804,104.219,663.784,-4.179
1643292992678514,104.008,665.577,-4.216
1643292992779313,103.809,667.351,-4.228
1643292992870300,103.612,669.114,-4.245
1643292992971153,103.405,670.872,-4.269
1643292993071834,103.191,672.605,-4.329
1643292993172525,103.002,674.346,-4.313
1643292993273220,102.767,675.945,-4.434
1643292993374633,102.555,677.560,-4.529
1643292993475379,102.320,679.161,-4.581
1643292993576093,102.080,680.707,-4.735
1643292993677590,101.882,682.289,-4.773
1643292993778306,101.634,683.822,-4.895
1643292993869162,101.399,685.331,-5.000
1643292993969934,101.171,686.867,-5.058
1643292994070748,100.922,688.374,-5.193
1643292994171722,100.706,689.842,-5.269
1643292994273643,100.706,689.843,-5.269
1643292994374355,100.425,691.482,-5.333
1643292994475038,100.137,693.117,-5.408
1643292994575865,99.856,694.710,-5.478
1643292994677927,99.557,696.332,-5.556
1643292994768919,99.286,697.938,-5.618
1643292994869811,98.985,699.551,-5.688
1643292994970712,98.674,701.160,-5.817
1643292995071928,98.446,702.771,-5.791
1643292995172850,98.143,704.356,-5.873
1643292995273547,97.912,705.722,-5.955
1643292995374311,97.695,707.132,-5.839
1643292995475029,97.423,708.506,-5.895
1643292995575762,97.195,709.816,-5.915
1643292995676857,97.006,711.245,-5.884
1643292995778457,96.790,712.496,-5.876
1643292995879101,96.552,713.906,-5.899
1643292995969884,96.348,715.194,-5.843
1643292996070631,96.121,716.525,-5.855
1643292996171822,95.921,717.820,-5.809
1643292996272912,95.920,717.821,-5.809
1643292996373659,95.662,719.247,-5.850
1643292996474456,95.417,720.697,-5.935
1643292996575388,95.194,722.112,-5.946
1643292996676273,94.955,723.504,-6.034
1643292996778372,94.737,724.900,-6.065
1643292996869743,94.499,726.287,-6.126
1643292996970561,94.274,727.662,-6.153
1643292997071888,94.030,729.030,-6.261
1643292997172600,93.854,730.416,-6.220
1643292997273702,93.854,730.417,-6.220
1643292997374464,93.639,731.705,-6.269
1643292997475184,93.458,732.974,-6.173
1643292997577435,93.260,734.243,-6.167
1643292997678814,93.029,735.460,-6.211
1643292997779557,92.875,736.736,-6.111
1643292997870433,92.697,737.963,-6.109
1643292997971187,92.476,739.175,-6.177
1643292998071938,92.316,740.382,-6.062
1643292998172603,92.140,741.564,-6.093
1643292998273353,91.962,742.609,-6.096
1643292998374615,91.835,743.643,-6.059
1643292998475399,91.675,744.677,-6.053
1643292998576026,91.503,745.671,-6.076
1643292998676835,91.366,746.704,-5.978
1643292998778515,91.221,747.703,-6.025
1643292998879325,91.067,748.656,-6.046
1643292998980208,90.930,749.598,-6.082
1643292999071587,90.820,750.597,-5.999
1643292999172667,90.684,751.531,-6.061
1643292999273370,90.576,752.492,-6.101
1643292999374073,90.472,753.457,-6.196
1643292999474765,90.354,754.378,-6.282
1643292999575661,90.275,755.347,-6.339
1643292999677085,90.166,756.253,-6.412
1643292999778599,90.078,757.163,-6.475
1643292999879347,90.017,758.084,-6.526
1643292999970135,89.937,758.956,-6.636
1643293000070985,89.877,759.836,-6.688
1643293000171735,89.817,760.723,-6.753
1643293000272671,89.767,761.542,-6.780
1643293000373435,89.769,762.396,-6.768
1643293000474083,89.741,763.166,-6.798
1643293000574762,89.761,763.985,-6.816
1643293000675496,89.775,764.812,-6.805
1643293000776342,89.787,765.617,-6.846
1643293000876943,89.840,766.389,-6.833
1643293000978709,89.880,767.140,-6.836
1643293001079659,89.949,767.885,-6.865
1643293001180402,90.021,768.631,-6.853
1643293001271219,90.021,768.631,-6.853
1643293001381982,90.119,769.453,-6.798
1643293001472565,90.196,770.201,-6.786
1643293001574126,90.310,770.941,-6.730
1643293001674864,90.424,771.666,-6.677
1643293001775628,90.550,772.393,-6.661
1643293001876352,90.687,773.097,-6.601
1643293001977401,90.831,773.805,-6.591
1643293002078577,91.000,774.525,-6.538
1643293002179351,91.163,775.170,-6.527
1643293002280032,91.291,775.798,-6.480
1643293002370773,91.457,776.354,-6.473
1643293002471727,91.620,776.916,-6.437
1643293002572396,91.793,777.492,-6.424
1643293002673743,91.959,778.046,-6.417
1643293002774476,92.156,778.563,-6.403
1643293002875263,92.362,779.113,-6.408
1643293002975972,92.582,779.630,-6.432
1643293003076586,92.807,780.156,-6.415
1643293003169119,93.048,780.642,-6.436
1643293003270054,93.048,780.643,-6.436
1643293003380882,93.402,781.230,-6.538
1643293003471494,93.760,781.812,-6.663
1643293003572395,94.134,782.358,-6.788
1643293003673161,94.518,782.931,-6.908
1643293003773785,94.919,783.485,-7.011
1643293003875622,95.351,784.001,-7.147
1643293003976350,95.790,784.511,-7.300
1643293004077667,96.234,785.005,-7.418
1643293004179572,96.234,785.005,-7.418
1643293004280311,96.692,785.393,-7.545
1643293004370966,97.191,785.733,-7.615
1643293004471672,97.641,786.094,-7.720
1643293004572483,98.136,786.461,-7.830
1643293004673290,98.630,786.798,-7.944
1643293004774942,99.164,787.092,-8.072
1643293004875683,99.700,787.372,-8.157
1643293004976475,100.256,787.672,-8.260
1643293005077774,100.804,787.969,-8.312
1643293005178988,100.804,787.969,-8.312
1643293005279680,101.297,788.128,-8.407
1643293005370971,101.778,788.222,-8.483
1643293005472285,102.274,788.351,-8.564
1643293005573076,102.752,788.435,-8.609
1643293005673764,103.252,788.537,-8.712
1643293005774417,103.769,788.587,-8.805
1643293005875137,104.301,788.630,-8.888
1643293005975824,104.838,788.705,-8.980
1643293006076616,105.378,788.681,-9.054
1643293006177327,105.897,788.700,-9.154
1643293006279532,106.441,788.679,-9.250
1643293006380339,106.986,788.631,-9.314
